Label,Message
Appointment,Appointment with Dr Colin in PUDUKOTAI on 2012-12-17 at 23:46 is confirmed. For queries call 1800 6527 7484. Your appt. might get delayed in case the doctor is attending an emergency.
Train,"PNR:4878115271,TRAIN:3156,DOJ:2009-09-23,SL,UDR-BLU,Dep:15:20, Logan,S8 33 , Fare:9907,SC:10.0+PG+INS"
PickUp,"Repair ref.no for your car is JC51574487 opened on 2012-11-04 9:11hrs,ETD of your car is 2012-11-05 0:34hrs and est.repair amt is Rs.1912 Rgds, Lakshmi Auto Agency"
Cab,"Thank you for choosing radiocabs for 2011-01-26 at 15:51. Cab:KA18R4156 , Chauffer: Cayden, Cell: 9677251818 will reach you. T&C apply, visit www.radiocabs.com"
Movie,"Hi Customer, Booking ID: WK6HZK8. Seats: GOLD-C5,C6,C7, 3 seat(s) for Hidden Figures on 2012-07-14 12:57 at Gopalan Grand Mall: Old Madras Road. Please carry your CC/DC card which was used for booking tickets."
Cab,"Thank you for choosing Uber for 2010-03-19 at 2:58. Cab:KA75Z5448 , Chauffer: Raul, Cell: 9663272626 will reach you. T&C apply, visit www.Uber.com"
Expiry,True Value : Service of your car KA22L3824 is due in 52 days on 2013-03-25. Please contact us at 9341775235 to book a service.
Hotel,"Welcome to Rock Springs Sweetwater County Airport R.No. 180, 407 Ch.In 2015-02-26 8:32 Ch.out 2015-03-24 12:00."
Bus,"* KSRTC m-Ticket *  from: KASARGOD to: Mysuru PsngrName: Aaron TripCode: 1535KASMys PNR No.: J15063077 JnyDate: 2012-08-27 DepTime: 15:35  SeatNo.: 33, 39, 40, 10, 8, 51, 25, 58, 59  Class: Non-AC chair  BoardingPt: KASARGOD Residency Road Txn Password: 2287 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Reservation,"[Chinese restaurant] Hi Nicolas, your reservation is confirmed for 7 people on 2010-10-25 at 22:10. We can hold your table for a maximum of 36 mins."
Bus,"* KSRTC m-Ticket *  from: SHIVAMOGGA to: Vijayawada PsngrName: David TripCode: 1527SHIVij PNR No.: J84381070 JnyDate: 2010-08-18 DepTime: 15:27  SeatNo.: 42, 14, 46  Class: Non-AC Sleeper  BoardingPt: SHIVAMOGGA Bus Stand Road Txn Password: 4188 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
PickUp,"Repair ref.no for your car is JC66263185 opened on 2013-04-06 19:43hrs,ETD of your car is 2013-04-07 0:33hrs and est.repair amt is Rs.2005 Rgds, Maha Veer Auto Agency"
Flight,The PNR for your INDIGO Flt 5J737 for RUP-HYD on 2015-06-20 at 19:14 hrs  is QCMSNP. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Reservation,"[Steakhouse] Hi Vincent, your reservation is confirmed for 16 people on 2015-08-03 at 21:56. We can hold your table for a maximum of 37 mins."
Expiry,Maruti Auto Agency : Service of your car KA12Z4376 is due in 54 days on 2009-11-13. Please contact us at 9115235135 to book a service.
Bus,"* KSRTC m-Ticket *  from: KOTTAYAM to: TUMAKURU PsngrName: Abraham TripCode: 155KOTTUM PNR No.: J10405452 JnyDate: 2015-03-12 DepTime: 1:55  SeatNo.: 8, 1, 11, 53, 5  Class: Non-AC Sleeper  BoardingPt: KOTTAYAM Bus Stand Road Txn Password: 8565 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Flight,The PNR for your AirAsia Flt 4O151 for ISK-LKO on 2012-01-04 at 19:28 hrs  is XKDC1E. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Hotel,"Welcome to Turku Airport R.No. 571, 342 Ch.In 2013-06-21 11:41 Ch.out 2013-06-25 12:00."
Flight,The PNR for your AirAsia Flt 4T712 for BHJ-SHL on 2009-11-28 at 9:39 hrs  is N911UA. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Expiry,Maha Veer Auto Agency : Service of your car KA77I7621 is due in 35 days on 2010-02-01. Please contact us at 9853728817 to book a service.
Delivery,"Dear Guest, Thanks for choosing Martha's Country Bakery. Order ID 7224. Delivery by 2010-05-12 1:49. Enjoy 12% discount on your next purchase. Code ZFCKPP. T&C."
Movie,"Hi Customer, Booking ID: WFULBKO. Seats: STANDARD-L6,L7,L8,L9,L10,L11,L12, 7 seat(s) for X-Men: Apocalypse on 2015-05-18 1:16 at PVR: Arena Mahadevapura, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Delivery,"Dear Guest, Thanks for choosing Portillo 's Restaurants. Order ID 6865. Delivery by 2011-04-24 0:21. Enjoy 15% discount on your next purchase. Code KF6YBE. T&C."
Expiry,Lakshmi Auto Agency : Service of your car KA81F1477 is due in 56 days on 2010-10-05. Please contact us at 9112138783 to book a service.
Movie,"Hi Customer, Booking ID: WTB94H3. Seats: PLATINUM-G12, 1 seat(s) for Zootopia on 2012-09-04 22:39 at Cinepolis: Orion East Mall, Banaswadi. Please carry your CC/DC card which was used for booking tickets."
Payment,Bill dated 2012-02-28 for Rs 1040 has been generated for your Airtel fixedline/broadband relationship no. 46112228. The same will reach you by 2012-03-02. Due date: 2012-03-14.
Appointment,Appointment with Dr Brett in Mysuru on 2010-02-24 at 18:29 is confirmed. For queries call 1800 2741 8156. Your appt. might get delayed in case the doctor is attending an emergency.
Expiry,Aryan Auto Agency : Service of your car KA17K7756 is due in 55 days on 2012-04-18. Please contact us at 9784442656 to book a service.
Expiry,True Value : Service of your car KA52N3477 is due in 62 days on 2010-03-06. Please contact us at 9115466275 to book a service.
Bus,"* KSRTC m-Ticket *  from: Ernakulam to: KASARGOD PsngrName: Brendan TripCode: 1053ErnKAS PNR No.: J25284644 JnyDate: 2009-10-11 DepTime: 10:53  SeatNo.: 32, 8, 41, 40, 51, 54, 56, 25, 30  Class: Non-AC Sleeper  BoardingPt: Ernakulam Rly Station Txn Password: 3227 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Flight,The PNR for your Air India Flt 8P127 for IDR-SUN on 2012-09-17 at 12:42 hrs  is U4LRF0. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Hotel,Welcome to poolhall R.No. 553 Ch.In 2013-06-19 19:31 Ch.out 2013-07-05 12:00.
Payment,Bill dated 2010-01-09 for Rs 789 has been generated for your Jio fixedline/broadband relationship no. 82726347. The same will reach you by 2010-01-12. Due date: 2010-01-24.
Cab,"Thank you for choosing Meru for 2014-05-16 at 21:42. Cab:KA36G2344 , Chauffer: Nathan, Cell: 9815113132 will reach you. T&C apply, visit www.Meru.com"
PickUp,"Repair ref.no for your car is JC68816453 opened on 2012-12-12 6:42hrs,ETD of your car is 2012-12-13 8:38hrs and est.repair amt is Rs.1309 Rgds, Aryan Auto Agency"
Expiry,Bimal Auto Agency : Service of your car KA64I1533 is due in 82 days on 2012-11-11. Please contact us at 9811364545 to book a service.
PickUp,"Repair ref.no for your car is JC48238112 opened on 2015-03-22 10:22hrs,ETD of your car is 2015-03-23 21:17hrs and est.repair amt is Rs.566 Rgds, Sarden Auto Agency"
Flight,The PNR for your SPICE JET Flt 8N471 for JAI-AMD on 2011-10-04 at 6:33 hrs  is EZZDLF. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Hotel,"Welcome to Cathay Financial R.No. 224, 349, 247 Ch.In 2014-06-16 4:25 Ch.out 2014-06-24 12:00."
Payment,Bill dated 2010-03-20 for Rs 1046 has been generated for your Reliance fixedline/broadband relationship no. 51172253. The same will reach you by 2010-03-23. Due date: 2010-04-04.
Delivery,"Dear Guest, Thanks for choosing The Chillis Paradise. Order ID 5737. Delivery by 2015-02-25 14:43. Enjoy 15% discount on your next purchase. Code NTHL7S. T&C."
PickUp,"Repair ref.no for your car is JC82383546 opened on 2011-08-23 14:34hrs,ETD of your car is 2011-08-24 23:30hrs and est.repair amt is Rs.1832 Rgds, Sarden Auto Agency"
Train,"PNR:2241325458,TRAIN:2277,DOJ:2011-08-08,SL,ANI-BPRS,Dep:7:23, Miles,S5 15 , Fare:1540,SC:10.0+PG+INS"
Train,"PNR:8782447382,TRAIN:2614,DOJ:2012-08-27,SL,ARW-BRLY,Dep:16:30, Dustin,S5 19 , Fare:4665,SC:10.0+PG+INS"
Payment,Bill dated 2012-04-02 for Rs 220 has been generated for your Vodafone fixedline/broadband relationship no. 21176317. The same will reach you by 2012-04-05. Due date: 2012-04-17.
PickUp,"Repair ref.no for your car is JC35772277 opened on 2014-03-08 23:12hrs,ETD of your car is 2014-03-09 3:53hrs and est.repair amt is Rs.1957 Rgds, Maha Veer Auto Agency"
Appointment,Appointment with Dr Jaylen in Shivamogga on 2010-01-26 at 22:55 is confirmed. For queries call 1800 4556 4432. Your appt. might get delayed in case the doctor is attending an emergency.
Expiry,True Value : Service of your car KA35T2466 is due in 35 days on 2013-01-09. Please contact us at 9538131583 to book a service.
Flight,The PNR for your SPICE JET Flt 5I682 for BUP-JLR on 2011-09-30 at 16:15 hrs  is M7O55F. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Reservation,"[CosÃƒâ€šÃ¯Â¿Â½] Hi Nicholas, your reservation is confirmed for 18 people on 2012-11-15 at 3:39. We can hold your table for a maximum of 25 mins."
Payment,Bill dated 2009-11-04 for Rs 250 has been generated for your Reliance fixedline/broadband relationship no. 32457122. The same will reach you by 2009-11-07. Due date: 2009-11-19.
Payment,Bill dated 2009-12-08 for Rs 103 has been generated for your Docomo fixedline/broadband relationship no. 62822425. The same will reach you by 2009-12-11. Due date: 2009-12-23.
Hotel,"Welcome to STATE BK CORP R.No. 433, 180, 486 Ch.In 2012-10-14 14:42 Ch.out 2012-10-19 12:00."
Appointment,"DEAR Luke, THANK YOU FOR YOUR BOOKING (ORDER ID: 83473), YOUR ORDER HAS BEEN ASSIGNED TO Francisco(9538542255) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2011-12-05 at 16:29. FOR ASSISTANCE WHATSAPP US ON 8535815236."
Payment,Bill dated 2012-09-14 for Rs 224 has been generated for your Idea fixedline/broadband relationship no. 74887158. The same will reach you by 2012-09-17. Due date: 2012-09-29.
Delivery,"Dear Guest, Thanks for choosing AYCE. Order ID 7717. Delivery by 2011-03-21 7:17. Enjoy 2% discount on your next purchase. Code BZEV6O. T&C."
Payment,Bill dated 2010-05-24 for Rs 117 has been generated for your Bsnl fixedline/broadband relationship no. 34167342. The same will reach you by 2010-05-27. Due date: 2010-06-08.
Appointment,"DEAR Brady, THANK YOU FOR YOUR BOOKING (ORDER ID: 36844), YOUR ORDER HAS BEEN ASSIGNED TO Dawson(9852366531) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2014-02-20 at 15:33. FOR ASSISTANCE WHATSAPP US ON 8441658685."
Hotel,Welcome to Corban University R.No. 317 Ch.In 2010-11-30 15:48 Ch.out 2010-12-21 12:00.
Flight,The PNR for your SPICE JET Flt 2G568 for COK-BUP on 2015-01-29 at 18:12 hrs  is UEJ3U8. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Movie,"Hi Customer, Booking ID: WYMU09U. Seats: STANDARD-I2,I3,I4, 3 seat(s) for Central Intelligence on 2014-06-11 14:49 at PVR: Orion, Rajajinagar. Please carry your CC/DC card which was used for booking tickets."
Flight,The PNR for your INDIGO Flt 1U831 for IMF-BHU on 2012-12-04 at 17:42 hrs  is I01EW4. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Payment,Bill dated 2015-06-19 for Rs 713 has been generated for your Vodafone fixedline/broadband relationship no. 11452867. The same will reach you by 2015-06-22. Due date: 2015-07-04.
Train,"PNR:2173668261,TRAIN:74367,DOJ:2010-02-13,AC3,AKVD-BON,Dep:14:31, Steven,B4 77 , Fare:7090,SC:10.0+PG+INS"
Reservation,"[Happy Joe 's] Hi Jack, your reservation is confirmed for 5 people on 2014-11-16 at 10:27. We can hold your table for a maximum of 44 mins."
PickUp,"Repair ref.no for your car is JC23534881 opened on 2012-09-12 13:43hrs,ETD of your car is 2012-09-13 17:18hrs and est.repair amt is Rs.1230 Rgds, True Value"
Payment,Bill dated 2012-06-27 for Rs 579 has been generated for your Docomo fixedline/broadband relationship no. 72115873. The same will reach you by 2012-06-30. Due date: 2012-07-12.
Flight,The PNR for your INDIGO Flt 7A823 for PGH-LKO on 2011-09-23 at 5:55 hrs  is Q077FA. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Train,"PNR:5744372564,TRAIN:61833,DOJ:2013-07-19,FC,BSBR-VAA,Dep:18:50, James,F1 14 , Fare:705,SC:10.0+PG+INS"
Cab,"Thank you for choosing ucabs for 2013-03-04 at 22:23. Cab:KA82Z3321 , Chauffer: Erik, Cell: 9275326248 will reach you. T&C apply, visit www.ucabs.com"
Flight,The PNR for your JET Airways Flt 4T665 for PNY-PBD on 2014-04-09 at 6:24 hrs  is SJ86O3. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Delivery,"Dear Guest, Thanks for choosing Steak Escape. Order ID 7517. Delivery by 2013-07-05 23:23. Enjoy 28% discount on your next purchase. Code IQS066. T&C."
Appointment,Appointment with Dr Jayden in OOTY on 2015-05-16 at 19:58 is confirmed. For queries call 1800 2771 1413. Your appt. might get delayed in case the doctor is attending an emergency.
Hotel,"Welcome to Superdawg R.No. 225, 466, 255 Ch.In 2009-09-13 8:46 Ch.out 2009-10-09 12:00."
Cab,"Thank you for choosing Ola for 2014-10-10 at 17:58. Cab:KA13W6624 , Chauffer: Devin, Cell: 9124265255 will reach you. T&C apply, visit www.Ola.com"
Bus,"* KSRTC m-Ticket *  from: KUMBAKONAM to: NELLORE PsngrName: Javier TripCode: 542KUMNEL PNR No.: J15299292 JnyDate: 2014-03-23 DepTime: 5:42  SeatNo.: 32, 19, 54  Class: Non-AC chair  BoardingPt: KUMBAKONAM Rly Station Txn Password: 3853 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Flight,The PNR for your SPICE JET Flt 2F656 for IMF-SSE on 2014-03-13 at 2:15 hrs  is NSL9M8. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Movie,"Hi Customer, Booking ID: WRMXT24. Seats: GOLD-J14,J15,J16,J17,J18, 5 seat(s) for Ice Age: Collision Course on 2012-06-02 6:45 at PVR: Soul Spirit Bellandur, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Movie,"Hi Customer, Booking ID: WQJENJ5. Seats: GOLD-J12,J13,J14,J15,J16, 5 seat(s) for La La Land on 2012-07-06 14:24 at INOX: Central, JP Nagar, Mantri Junction. Please carry your CC/DC card which was used for booking tickets."
Appointment,"DEAR Sean, THANK YOU FOR YOUR BOOKING (ORDER ID: 52634), YOUR ORDER HAS BEEN ASSIGNED TO Shawn(9135388314) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2012-11-06 at 21:55. FOR ASSISTANCE WHATSAPP US ON 8483241512."
Bus,"* KSRTC m-Ticket *  from: Madurai to: Shirdi PsngrName: Andy TripCode: 057MadShi PNR No.: J11874803 JnyDate: 2009-12-06 DepTime: 0:57  SeatNo.: 34, 36, 5, 6, 45, 49, 59  Class: Non-AC Sleeper  BoardingPt: Madurai MG Road Txn Password: 5145 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Train,"PNR:2768547727,TRAIN:56766,DOJ:2014-07-06,SL,AVK-BRNA,Dep:1:57, Landon,S1 44 , Fare:6728,SC:10.0+PG+INS"
Delivery,"Dear Guest, Thanks for choosing Hyatt Pier 66. Order ID 6727. Delivery by 2013-09-04 16:13. Enjoy 4% discount on your next purchase. Code ZEHC8Q. T&C."
Payment,Bill dated 2015-01-18 for Rs 1028 has been generated for your Idea fixedline/broadband relationship no. 62447368. The same will reach you by 2015-01-21. Due date: 2015-02-02.
Train,"PNR:7481382272,TRAIN:5617,DOJ:2013-05-22,FC,AHN-BEF,Dep:23:26, Aaron,F2 6 , Fare:4133,SC:10.0+PG+INS"
Train,"PNR:8237252258,TRAIN:28674,DOJ:2013-02-24,AC3,BCK-BTJ,Dep:8:23, Payton,B2 86 , Fare:1215,SC:10.0+PG+INS"
Expiry,Bimal Auto Agency : Service of your car KA62Z3857 is due in 88 days on 2012-07-25. Please contact us at 9342656117 to book a service.
Expiry,Maha Veer Auto Agency : Service of your car KA63T1177 is due in 67 days on 2012-05-19. Please contact us at 9333752681 to book a service.
Movie,"Hi Customer, Booking ID: WRMF886. Seats: STANDARD-A13,A14,A15,A16,A17,A18, 6 seat(s) for Arrival on 2012-02-03 14:43 at PVR: Market City, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
PickUp,"Repair ref.no for your car is JC31351123 opened on 2009-11-17 5:51hrs,ETD of your car is 2009-11-18 15:39hrs and est.repair amt is Rs.1455 Rgds, Sarden Auto Agency"
Flight,The PNR for your INDIGO Flt 8R742 for JRH-CJB on 2015-06-13 at 13:39 hrs  is OGN2IR. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Bus,"* KSRTC m-Ticket *  from: Chennai to: Shivamogga PsngrName: Antonio TripCode: 1810CheShi PNR No.: J71132446 JnyDate: 2013-06-09 DepTime: 18:10  SeatNo.: 49, 15, 20, 52, 39  Class: Non-AC chair  BoardingPt: Chennai MG Road Txn Password: 7538 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Cab,"Thank you for choosing Uber for 2010-02-19 at 11:57. Cab:KA48R5537 , Chauffer: Braden, Cell: 9642132776 will reach you. T&C apply, visit www.Uber.com"
Payment,Bill dated 2014-12-14 for Rs 192 has been generated for your Bsnl fixedline/broadband relationship no. 55334863. The same will reach you by 2014-12-17. Due date: 2014-12-29.
Train,"PNR:6842343778,TRAIN:2212,DOJ:2015-04-29,SL,MKI-BH,Dep:1:33, Johnny,S5 53 , Fare:3332,SC:10.0+PG+INS"
Reservation,"[Rooftop restaurant] Hi Charles, your reservation is confirmed for 11 people on 2013-11-08 at 2:23. We can hold your table for a maximum of 19 mins."
Flight,The PNR for your AirAsia Flt 2P486 for RGH-TNI on 2012-01-28 at 2:40 hrs  is ELF6TC. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Delivery,"Dear Guest, Thanks for choosing Captain D 's. Order ID 5274. Delivery by 2010-04-09 22:25. Enjoy 29% discount on your next purchase. Code HJQYKZ. T&C."
Hotel,Welcome to Daporijo Airport R.No. 414 Ch.In 2013-02-06 8:36 Ch.out 2013-02-26 12:00.
Reservation,"[Anaheim Packing House] Hi Adrian, your reservation is confirmed for 19 people on 2011-12-10 at 19:35. We can hold your table for a maximum of 44 mins."
Expiry,Bimal Auto Agency : Service of your car KA58M2788 is due in 68 days on 2009-10-07. Please contact us at 9628582117 to book a service.
PickUp,"Repair ref.no for your car is JC21451435 opened on 2013-08-11 1:46hrs,ETD of your car is 2013-08-12 17:18hrs and est.repair amt is Rs.2172 Rgds, Bimal Auto Agency"
Cab,"Thank you for choosing Meru for 2013-08-23 at 20:47. Cab:KA43B5553 , Chauffer: Avery, Cell: 9628521751 will reach you. T&C apply, visit www.Meru.com"
Train,"PNR:4457154835,TRAIN:75236,DOJ:2012-11-12,SL,AJI-BRLY,Dep:12:55, Dalton,S8 68 , Fare:1920,SC:10.0+PG+INS"
Reservation,"[T.G.I. Friday 's] Hi Jace, your reservation is confirmed for 12 people on 2014-12-13 at 22:58. We can hold your table for a maximum of 6 mins."
PickUp,"Repair ref.no for your car is JC14846363 opened on 2009-09-05 19:57hrs,ETD of your car is 2009-09-06 11:58hrs and est.repair amt is Rs.916 Rgds, Maha Veer Auto Agency"
Hotel,"Welcome to Atco R.No. 393, 498, 563 Ch.In 2015-03-09 20:34 Ch.out 2015-03-10 12:00."
PickUp,"Repair ref.no for your car is JC84716483 opened on 2011-12-01 21:12hrs,ETD of your car is 2011-12-02 20:12hrs and est.repair amt is Rs.2786 Rgds, Bimal Auto Agency"
Movie,"Hi Customer, Booking ID: WYIR0YL. Seats: SILVER-H8,H9,H10,H11,H12, 5 seat(s) for The Magnificent Seven on 2014-01-07 18:48 at Fun Cinemas: Sigma Mall, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Movie,"Hi Customer, Booking ID: W1SJIS1. Seats: STANDARD-K3,K4, 2 seat(s) for Lights Out on 2014-05-14 16:10 at Cinepolis: Binnypet Mall. Please carry your CC/DC card which was used for booking tickets."
Reservation,"[Runza] Hi Miles, your reservation is confirmed for 16 people on 2014-11-12 at 23:18. We can hold your table for a maximum of 7 mins."
Expiry,Aryan Auto Agency : Service of your car KA68C1677 is due in 74 days on 2011-07-08. Please contact us at 9823818525 to book a service.
Movie,"Hi Customer, Booking ID: WK1SA31. Seats: PLATINUM-D1, 1 seat(s) for Bad Moms on 2012-04-05 23:37 at PVR: Orion, Rajajinagar. Please carry your CC/DC card which was used for booking tickets."
Hotel,Welcome to Montmorency Falls R.No. 198 Ch.In 2014-05-24 22:32 Ch.out 2014-06-20 12:00.
Movie,"Hi Customer, Booking ID: WR5RW81. Seats: SILVER-L10,L11,L12,L13,L14,L15,L16,L17, 8 seat(s) for Passengers on 2015-03-24 15:36 at INOX: Brookefield Mall. Please carry your CC/DC card which was used for booking tickets."
Cab,"Thank you for choosing Ola for 2010-02-03 at 13:13. Cab:KA15F3278 , Chauffer: Kaden, Cell: 9861458164 will reach you. T&C apply, visit www.Ola.com"
Hotel,"Welcome to videocon R.No. 384, 114, 220, 494 Ch.In 2012-09-28 7:30 Ch.out 2012-09-29 12:00."
Movie,"Hi Customer, Booking ID: W5MZKN2. Seats: GOLD-B12,B13,B14,B15,B16, 5 seat(s) for Doctor Strange on 2013-11-26 20:18 at Cinepolis: Royal Meenakshi Mall. Please carry your CC/DC card which was used for booking tickets."
Delivery,"Dear Guest, Thanks for choosing dominos. Order ID 4885. Delivery by 2014-05-17 5:55. Enjoy 27% discount on your next purchase. Code U9O75Q. T&C."
Appointment,"DEAR Evan, THANK YOU FOR YOUR BOOKING (ORDER ID: 55515), YOUR ORDER HAS BEEN ASSIGNED TO Nicolas(9386223642) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2012-09-20 at 20:19. FOR ASSISTANCE WHATSAPP US ON 8158528666."
Hotel,"Welcome to Fort William and Mary R.No. 112, 293, 174, 159 Ch.In 2011-09-10 19:22 Ch.out 2011-09-13 12:00."
Payment,Bill dated 2015-08-18 for Rs 647 has been generated for your Reliance fixedline/broadband relationship no. 45224872. The same will reach you by 2015-08-21. Due date: 2015-09-02.
Expiry,Maha Veer Auto Agency : Service of your car KA24J4765 is due in 62 days on 2010-04-27. Please contact us at 9314535276 to book a service.
Hotel,"Welcome to Yanggakdo Hotel R.No. 282, 515, 133 Ch.In 2012-02-22 6:34 Ch.out 2012-02-26 12:00."
Appointment,Appointment with Dr Elias in HUNDIMALA on 2013-02-13 at 8:32 is confirmed. For queries call 1800 1372 1641. Your appt. might get delayed in case the doctor is attending an emergency.
Hotel,"Welcome to SV Road R.No. 240, 115, 541, 198 Ch.In 2010-08-03 22:46 Ch.out 2010-08-18 12:00."
Payment,Bill dated 2013-03-16 for Rs 584 has been generated for your Docomo fixedline/broadband relationship no. 41564571. The same will reach you by 2013-03-19. Due date: 2013-03-31.
Payment,Bill dated 2013-06-02 for Rs 429 has been generated for your Bsnl fixedline/broadband relationship no. 36478874. The same will reach you by 2013-06-05. Due date: 2013-06-17.
Expiry,Lakshmi Auto Agency : Service of your car KA38D2836 is due in 44 days on 2015-06-08. Please contact us at 9711357666 to book a service.
Train,"PNR:3663363272,TRAIN:41527,DOJ:2012-03-28,SL,BOTI-BTKP,Dep:2:26, Cody,S2 42 , Fare:9816,SC:10.0+PG+INS"
Flight,The PNR for your INDIGO Flt 1I338 for KUU-SLV on 2012-02-20 at 21:24 hrs  is C5KMXX. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Hotel,Welcome to Universal 's Islands of Adventure R.No. 242 Ch.In 2014-05-31 16:47 Ch.out 2014-06-01 12:00.
PickUp,"Repair ref.no for your car is JC56426258 opened on 2015-03-19 3:17hrs,ETD of your car is 2015-03-20 11:24hrs and est.repair amt is Rs.1784 Rgds, Bimal Auto Agency"
Train,"PNR:6313533185,TRAIN:46466,DOJ:2012-02-11,AC3,ANKX-BOKE,Dep:14:14, Micah,B3 69 , Fare:2006,SC:10.0+PG+INS"
Movie,"Hi Customer, Booking ID: W1XVYCR. Seats: STANDARD-D11,D12,D13,D14,D15,D16,D17, 7 seat(s) for Star Trek Beyond on 2015-02-19 4:33 at INOX: Brookefield Mall. Please carry your CC/DC card which was used for booking tickets."
Payment,Bill dated 2015-07-19 for Rs 1014 has been generated for your Vodafone fixedline/broadband relationship no. 75813615. The same will reach you by 2015-07-22. Due date: 2015-08-03.
Expiry,Bimal Auto Agency : Service of your car KA57B1578 is due in 75 days on 2014-06-03. Please contact us at 9437682782 to book a service.
Cab,"Thank you for choosing radiocabs for 2011-11-23 at 2:21. Cab:KA24T4886 , Chauffer: Dominick, Cell: 9177875757 will reach you. T&C apply, visit www.radiocabs.com"
Delivery,"Dear Guest, Thanks for choosing Whataburger. Order ID 5734. Delivery by 2010-12-08 12:48. Enjoy 8% discount on your next purchase. Code W1NBJ5. T&C."
Expiry,Maruti Auto Agency : Service of your car KA73M5641 is due in 64 days on 2014-01-03. Please contact us at 9553553877 to book a service.
Payment,Bill dated 2012-07-18 for Rs 349 has been generated for your Vodafone fixedline/broadband relationship no. 18884422. The same will reach you by 2012-07-21. Due date: 2012-08-02.
Appointment,Appointment with Dr Max in Hubli on 2009-09-02 at 10:29 is confirmed. For queries call 1800 8411 6284. Your appt. might get delayed in case the doctor is attending an emergency.
Expiry,Lakshmi Auto Agency : Service of your car KA56Z2368 is due in 25 days on 2015-04-19. Please contact us at 9525642531 to book a service.
Payment,Bill dated 2013-05-23 for Rs 507 has been generated for your Jio fixedline/broadband relationship no. 87188727. The same will reach you by 2013-05-26. Due date: 2013-06-07.
Reservation,"[verve] Hi Austin, your reservation is confirmed for 7 people on 2010-07-30 at 10:53. We can hold your table for a maximum of 27 mins."
Appointment,Appointment with Dr Michael in Bengaluru on 2012-04-18 at 23:37 is confirmed. For queries call 1800 2426 8778. Your appt. might get delayed in case the doctor is attending an emergency.
Bus,"* KSRTC m-Ticket *  from: Shirdi to: THRISSUR PsngrName: Hector TripCode: 747ShiTHR PNR No.: J35402294 JnyDate: 2013-12-03 DepTime: 7:47  SeatNo.: 32, 7, 8, 41, 10, 9, 53, 22, 55, 25  Class: AC Sleeper  BoardingPt: Shirdi Bus Stand Road Txn Password: 2744 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Bus,"* KSRTC m-Ticket *  from: Thiruvananthapuram to: THRISSUR PsngrName: Fernando TripCode: 145ThiTHR PNR No.: J20302656 JnyDate: 2012-03-17 DepTime: 1:45  SeatNo.: 4, 52, 6, 47  Class: AC Sleeper  BoardingPt: Thiruvananthapuram MG Road Txn Password: 8338 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Expiry,Maruti Auto Agency : Service of your car KA51P3322 is due in 17 days on 2014-11-01. Please contact us at 9413421641 to book a service.
PickUp,"Repair ref.no for your car is JC37577782 opened on 2013-10-09 5:42hrs,ETD of your car is 2013-10-10 11:21hrs and est.repair amt is Rs.2453 Rgds, Sarden Auto Agency"
Flight,The PNR for your Air India Flt 8H584 for BHO-PBD on 2010-08-07 at 5:47 hrs  is STHHRM. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Delivery,"Dear Guest, Thanks for choosing New Zealand Natural. Order ID 4136. Delivery by 2009-12-24 5:21. Enjoy 12% discount on your next purchase. Code F3M9YB. T&C."
Expiry,Maruti Auto Agency : Service of your car KA33P2842 is due in 26 days on 2010-03-02. Please contact us at 9385274684 to book a service.
